topword	middleword	bottomword	chose_topword
to arrive	a grandfather	 sad	0
 milk	 sad	a grandfather	0
 meat	to steal	a business	0
a nest	a business	to steal	0
 thin	a boot	a chair	1
a boot	 thin	orange	1
 weight	orange	 grief	1
orange	 weight	 hair	0
 money	 hair	 weight	0
red	a message	 pain	0
a nose	 pain	a message	1
 pain	a nose	a ladder	1
to speak	a shirt	a message	0
red	a message	a shirt	0
 sad	a family	to arrive	0
 naked	to arrive	a family	0
 dish	 people	a shoe	0
a story	a shoe	 people	0
 weight	yellow	 source	0
black	 source	yellow	0
 truth	a month	a boot	1
a month	 truth	to read	0
a shelf	to read	 truth	0
yellow	 clever	to lose	1
 clever	yellow	 weight	1
 dish	to bother	a heel	0
a story	a heel	to bother	0
white	a chair	 sick	0
to bother	 sick	a chair	0
to add	 other	a shoe	1
 other	to add	to destroy	1
 sick	a chair	white	0
a knife	white	a chair	0
 naked	to arrive	to grow	1
to arrive	 naked	a cloud	1
a message	 naked	a cloud	1
 naked	a message	red	1
 meat	to destroy	a business	0
a nest	a business	to destroy	0
 power	a vein	a table	1
a vein	 power	 memory	0
a woman	 memory	 power	1
 memory	a woman	 chest	1
a picture	a heel	a story	0
 child	a story	a heel	1
a story	 child	 chest	1
brown	to carry	 under	0
a collar	 under	to carry	1
 under	a collar	 life	1
 dish	 people	a shoe	1
 people	 dish	 cheap	1
to steal	 soft	a gift	0
a shirt	a gift	 soft	1
a gift	a shirt	to speak	1
to add	 other	a shoe	1
 other	to add	to destroy	1
 country	a nest	a toe	1
a nest	 country	a fish	1
a shoe	 people	 dish	1
 people	a shoe	a chair	1
 memory	 power	to lose	0
 hair	to lose	 power	0
 sad	a family	to arrive	1
a family	 sad	 milk	1
 gentle	 grass	a needle	1
 grass	 gentle	a gift	1
a woman	 memory	gray	1
 memory	a woman	 other	1
to destroy	to add	to know	0
 dish	to know	to add	0
a shirt	a gift	a toe	1
a gift	a shirt	to speak	1
a family	 famous	to lose	1
 famous	a family	to arrive	1
an item	a ladder	a grandfather	1
a ladder	an item	 cheap	1
a fish	 country	a shoe	0
a chair	a shoe	 country	0
to win	 life	 sad	0
 milk	 sad	 life	0
 naked	to arrive	to grow	1
to arrive	 naked	a cloud	1
to believe	 cheap	purple	0
 grief	purple	 cheap	0
a vein	 noise	a pillow	0
a reason	a pillow	 noise	0
 dirt	black	to carry	1
black	 dirt	 gentle	1
an item	a roof	a grandfather	1
a roof	an item	 cheap	1
to carry	black	 source	0
to choose	 source	black	0
 clothes	to teach	the ground	1
to teach	 clothes	a message	0
red	a message	 clothes	0
 people	a thigh	to teach	0
the ground	to teach	a thigh	0
a mistake	brown	to seek	1
brown	a mistake	 grass	1
 grass	a mistake	to choose	0
to grow	to choose	a mistake	0
a shoe	 people	 dish	1
 people	a shoe	a chair	1
 dish	purple	 truth	1
purple	 dish	a grandfather	0
a story	a grandfather	 dish	1
a grandfather	a story	brown	1
a shelf	yellow	a toe	1
yellow	a shelf	 sad	0
to sell	 sad	a shelf	1
 sad	to sell	a shirt	0
a cheek	a shirt	to sell	0
to win	a needle	 meat	1
a needle	to win	 pain	0
a collar	 pain	to win	1
 pain	a collar	to destroy	0
a reason	to destroy	a collar	1
to destroy	a reason	purple	1
 thin	a thigh	black	1
a thigh	 thin	to disturb	1
 money	a boot	to arrive	0
an item	to arrive	a boot	1
to arrive	an item	a month	0
 sick	a month	an item	0
 child	 weight	a picture	1
 weight	 child	red	0
a toe	red	 child	1
red	a toe	to eat	0
 power	to eat	a toe	1
to eat	 power	a fish	1
a table	to hear	 soft	0
a teacher	 soft	to hear	1
 soft	a teacher	white	0
 under	white	a teacher	0
 noise	orange	a shelf	0
 sad	a shelf	orange	0
a needle	 clothes	a cheek	1
 clothes	a needle	to win	1
 power	to eat	blue	1
to eat	 power	a fish	0
to grow	a fish	 power	1
a fish	to grow	to read	0
to speak	to read	to grow	1
to read	to speak	to carry	1
 truth	pink	 dish	1
pink	 truth	to choose	0
a nose	to choose	 truth	0
orange	 under	a vein	0
to forget	a vein	 under	1
a vein	to forget	 clothes	0
a needle	 clothes	to forget	1
 clothes	a needle	to win	1
 people	the ground	a knife	1
the ground	 people	a nest	0
a family	a nest	 people	1
a nest	a family	to add	1
to speak	to read	a table	1
to read	to speak	to carry	1
to seek	 weak	to disturb	1
 weak	to seek	a heel	1
 life	 naked	a needle	1
 naked	 life	a mistake	0
a bed	a mistake	 life	1
a mistake	a bed	to steal	1
a shoe	a box	 sad	1
a box	a shoe	to arrive	1
a shirt	to sell	 week	1
to sell	a shirt	a cheek	1
to read	to grow	a picture	1
to grow	to read	to speak	1
a toe	red	a word	0
 source	a word	red	1
a word	 source	 clever	1
 milk	a chair	to steal	0
 week	to steal	a chair	0
 people	the ground	a knife	1
the ground	 people	a nest	0
a family	a nest	 people	1
a nest	a family	to add	1
to know	a message	 country	1
a message	to know	 soft	1
purple	a reason	to teach	0
 dirt	to teach	a reason	0
to forget	a vein	to win	0
 pain	to win	a vein	1
to win	 pain	a collar	1
 country	a picture	brown	1
a picture	 country	 thick	1
a toe	red	a word	0
 source	a word	red	1
a word	 source	 clever	0
to bother	 clever	 source	1
 clever	to bother	 cheap	1
green	 thick	to disturb	1
 thick	green	to deceive	1
a teacher	 thick	green	1
 thick	a teacher	white	0
 under	white	a teacher	0
a picture	to lose	 pain	1
to lose	a picture	 country	0
 thick	 country	a picture	0
 milk	a table	a chair	0
to steal	a chair	a table	0
a message	to disturb	 cheap	1
to disturb	a message	to know	0
 soft	to know	a message	0
blue	 meat	to grow	0
to read	to grow	 meat	1
to grow	to read	to speak	0
to carry	to speak	to read	0
 memory	 dirt	a knife	0
 meat	a knife	 dirt	1
a knife	 meat	blue	1
a teacher	 soft	to hear	0
a table	to hear	 soft	0
a grandfather	 dish	blue	1
 dish	a grandfather	a story	0
brown	a story	a grandfather	0
 power	to eat	blue	0
a word	blue	to eat	1
blue	a word	 source	0
 clever	 source	a word	0
to arrive	a shoe	 weight	0
 child	 weight	a shoe	1
 weight	 child	red	1
 pain	to win	 week	0
pink	 week	to win	1
 week	pink	 truth	1
 milk	a chair	to steal	0
 week	to steal	a chair	0
a picture	to lose	 pain	0
a collar	 pain	to lose	0
 people	the ground	a knife	0
 meat	a knife	the ground	1
a knife	 meat	blue	1
a month	an item	 naked	1
an item	a month	 sick	1
a table	to hear	 soft	1
to hear	a table	 milk	0
 other	 milk	a table	1
 milk	 other	a corner	0
a ladder	a corner	 other	1
a corner	a ladder	a woman	1
 thin	a thigh	black	1
a thigh	 thin	to disturb	1
a leg	 grief	a collar	1
 grief	a leg	black	0
a box	black	a leg	1
black	a box	a shoe	0
to arrive	a shoe	a box	1
a shoe	to arrive	an item	0
a family	a nest	a shoe	1
a nest	a family	to add	1
to add	a family	a story	0
brown	a story	a family	0
a knife	 grass	 memory	0
 gentle	 memory	 grass	1
 memory	 gentle	to hear	1
 under	yellow	 naked	1
yellow	 under	a mistake	0
 grief	a mistake	 under	1
a mistake	 grief	to steal	1
a vein	a roof	 soft	1
a roof	a vein	to believe	0
a needle	to believe	a vein	0
a chair	to carry	black	1
to carry	a chair	 source	1
a cloud	to win	to deceive	0
white	to deceive	to win	0
to lose	 people	to bother	0
to hear	to bother	 people	0
a roof	pink	a message	1
pink	a roof	a vein	1
 power	 famous	 week	1
 famous	 power	 memory	1
to know	green	to grow	0
 gentle	to grow	green	1
to grow	 gentle	to forget	1
 week	a grandfather	 weight	0
black	 weight	a grandfather	0
white	to deceive	a gift	0
to carry	a gift	to deceive	1
a gift	to carry	a chair	1
 under	yellow	 naked	1
yellow	 under	a mistake	0
 grief	a mistake	 under	1
a mistake	 grief	to steal	1
a family	a bed	a leg	1
a bed	a family	 weight	1
a bed	a picture	a ladder	1
a picture	a bed	a family	0
 weight	a family	a bed	0
to lose	 people	to bother	0
to hear	to bother	 people	1
to bother	to hear	an arm	1
 grass	 country	to lose	1
 country	 grass	a month	1
a collar	a fish	the ground	0
a corner	the ground	a fish	1
the ground	a corner	a boot	1
a business	to forget	to bother	0
to hear	to bother	to forget	1
to bother	to hear	an arm	1
the ground	 meat	a collar	1
 meat	the ground	a corner	0
a boot	a corner	the ground	0
to eat	a month	a thigh	1
a month	to eat	purple	1
to bother	to know	a needle	1
to know	to bother	to hear	0
an arm	to hear	to bother	0
 power	 famous	 week	1
 famous	 power	 memory	1
a business	to forget	to bother	0
to hear	to bother	to forget	1
to bother	to hear	an arm	1
a heel	black	 hair	0
green	 hair	black	0
to know	green	to grow	0
 gentle	to grow	green	0
to add	a boot	a toe	0
 powerful	a toe	a boot	0
a cheek	a needle	a box	0
a knife	a box	a needle	1
a box	a knife	a cheek	1
black	 weight	to deceive	0
white	to deceive	 weight	0
a shirt	 milk	the ground	1
 milk	a shirt	blue	0
to grow	blue	a shirt	0
white	to deceive	a gift	0
to carry	a gift	to deceive	1
a gift	to carry	a chair	1
 power	 powerful	 memory	1
 powerful	 power	a shoe	1
a woman	 sick	 other	1
 sick	a woman	a table	1
a fish	brown	a heel	0
 dish	a heel	brown	0
a story	a reason	a needle	1
a reason	a story	a ladder	1
a collar	a fish	the ground	0
a corner	the ground	a fish	1
the ground	a corner	a boot	1
a woman	 sick	 other	1
 sick	a woman	a table	1
to hear	to bother	a business	1
to bother	to hear	an arm	1
a word	a nose	to teach	1
a nose	a word	 thin	1
to choose	an item	to carry	0
a chair	to carry	an item	0
a business	to forget	to bother	0
to hear	to bother	to forget	1
to bother	to hear	an arm	1
 clothes	to choose	a picture	1
to choose	 clothes	 money	1
 sick	to disturb	to hear	0
an arm	to hear	to disturb	0
 weak	 chest	 noise	1
 chest	 weak	 life	1
to believe	a vein	a cheek	0
to teach	a cheek	a vein	0
 dish	a heel	 powerful	1
a heel	 dish	 sad	1
a message	purple	a roof	0
a vein	a roof	purple	0
 pain	a table	 source	0
 thick	 source	a table	1
 source	 thick	an item	0
to choose	an item	 thick	1
an item	to choose	 clothes	0
 money	 clothes	to choose	0
brown	 thin	an item	1
 thin	brown	a fish	0
a collar	a fish	brown	0
 meat	 noise	 sick	0
a woman	 sick	 noise	1
 sick	a woman	a table	1
a gift	to steal	a shoe	0
a toe	a shoe	to steal	1
a shoe	a toe	 powerful	1
 pain	a table	 source	0
 thick	 source	a table	1
 source	 thick	an item	1
to hear	to bother	a business	1
to bother	to hear	an arm	1
a cheek	a needle	a box	0
a knife	a box	a needle	1
a box	a knife	a cheek	1
 clothes	to choose	a picture	1
to choose	 clothes	 money	1
red	 clever	 power	0
 memory	 power	 clever	0
to teach	a cheek	a word	0
 thin	a word	a cheek	1
a word	 thin	brown	1
to teach	a cheek	a word	1
a cheek	to teach	to speak	0
 milk	to speak	to teach	0
 dirt	 thick	a family	1
orange	a knife	to forget	1
a knife	orange	a story	1
a thigh	to melt	 thick	0
black	 thick	to melt	0
a boot	to teach	white	0
an item	white	to teach	0
 life	 sick	to disturb	0
red	to disturb	 sick	0
 country	 chest	a nose	0
a cheek	a nose	 chest	1
a nose	a cheek	 country	1
a collar	to eat	 soft	0
a table	 soft	to eat	0
a chair	a business	 truth	1
a business	a chair	to carry	1
a toe	the ground	a shirt	1
the ground	a toe	 pain	1
a grandfather	 famous	 other	1
 famous	a grandfather	 truth	0
a reason	 truth	a grandfather	1
 truth	a reason	 sick	1
purple	 under	a word	0
 grief	a word	 under	1
a word	 grief	a woman	0
 gentle	a woman	 grief	1
a woman	 gentle	a cloud	0
 under	a cloud	 gentle	0
 cheap	an item	 milk	0
to destroy	 milk	an item	0
the ground	a cheek	 country	1
a cheek	the ground	a toe	0
 pain	a toe	the ground	0
 truth	 life	to win	1
 life	 truth	a reason	1
 hair	to lose	to eat	1
to lose	 hair	to sell	1
green	a pillow	 memory	0
a mistake	 memory	a pillow	1
 memory	a mistake	a bed	1
 money	 weight	to eat	0
a collar	to eat	 weight	0
a bed	a mistake	 sick	0
to disturb	 sick	a mistake	1
 sick	to disturb	to hear	1
 naked	 hair	to sell	1
 hair	 naked	pink	1
green	a bed	 memory	1
a bed	green	 powerful	1
 soft	 meat	 noise	1
 meat	 soft	a cloud	0
 under	a cloud	 soft	0
to destroy	 milk	 soft	0
a table	 soft	 milk	0
a grandfather	 powerful	yellow	1
 powerful	a grandfather	 famous	1
 noise	a fish	 soft	0
a table	 soft	a fish	0
 dish	brown	an item	0
 cheap	an item	brown	1
an item	 cheap	 sad	1
 noise	a fish	 soft	0
a cloud	 soft	a fish	1
 soft	a cloud	to choose	1
 weak	a word	 grief	0
a woman	 grief	a word	0
a box	to choose	 source	1
to choose	a box	 people	1
 power	to destroy	to deceive	0
a reason	to deceive	to destroy	0
a woman	 grief	to teach	1
 grief	a woman	 gentle	0
a cloud	 gentle	a woman	1
 gentle	a cloud	 under	1
 source	to seek	a box	0
 people	a box	to seek	1
a box	 people	a heel	1
 other	 famous	a grandfather	1
 famous	 other	to grow	1
to lose	a shirt	 naked	1
a shirt	to lose	to eat	1
 milk	a gift	 people	0
a heel	 people	a gift	0
to eat	to lose	 hair	0
to sell	 hair	to lose	0
 under	a cloud	to choose	0
a box	to choose	a cloud	1
to choose	a box	 people	0
a heel	 people	a box	1
 people	a heel	to seek	1
a thigh	to melt	 thick	0
black	 thick	to melt	1
 thick	black	 dish	1
a knife	a shelf	a needle	1
a shelf	a knife	orange	0
a story	orange	a knife	0
a mistake	 memory	a woman	0
a month	a woman	 memory	0
to steal	a collar	to lose	0
to eat	to lose	a collar	0
a chair	a business	 truth	1
a business	a chair	to carry	1
to eat	to lose	 hair	0
to sell	 hair	to lose	0
a story	orange	brown	0
 dish	brown	orange	0
pink	 naked	a month	1
 naked	pink	to lose	1
an arm	a nest	 people	0
a heel	 people	a nest	1
 people	a heel	 pain	1
 famous	a grandfather	 truth	0
a reason	 truth	a grandfather	0
pink	 naked	a month	1
 naked	pink	 meat	1
a box	to choose	 source	1
to choose	a box	 people	1
a story	yellow	 powerful	1
yellow	a story	 clothes	1
a shelf	a message	to add	1
a message	a shelf	a knife	0
orange	a knife	a shelf	1
a knife	orange	a story	1
a word	a roof	a toe	0
 pain	a toe	a roof	1
a toe	 pain	to teach	1
to read	 noise	to hear	0
 grief	to hear	 noise	0
orange	a knife	to forget	1
a knife	orange	a shoe	1
a cloud	 gentle	a table	1
 gentle	a cloud	 under	1
to sell	 hair	 naked	0
pink	 naked	 hair	1
 naked	pink	to arrive	1
 week	to hear	a fish	0
 soft	a fish	to hear	1
a fish	 soft	a cloud	0
 under	a cloud	 soft	0
a grandfather	 famous	 other	0
to grow	 other	 famous	0
 life	 sick	to disturb	1
 sick	 life	to win	1
a story	yellow	 meat	1
yellow	a story	 clothes	0
 naked	 clothes	a story	1
 clothes	 naked	pink	1
 country	a thigh	a ladder	0
a roof	a ladder	a thigh	1
a ladder	a roof	a word	1
 milk	a gift	 people	0
a heel	 people	a gift	0
to forget	a needle	orange	1
a needle	to forget	red	1
a word	a ladder	a roof	1
a ladder	a word	 weak	1
a shelf	a message	to add	1
a message	a shelf	a needle	1
to speak	 source	 sick	1
 source	to speak	 grief	0
a woman	 grief	to speak	0
green	a bed	 memory	0
a mistake	 memory	a bed	0
a story	yellow	 meat	0
 soft	 meat	yellow	0
 source	to seek	a box	1
to seek	 source	to speak	1
yellow	 power	a grandfather	0
 famous	a grandfather	 power	0
to eat	to lose	 hair	0
to sell	 hair	to lose	0
to believe	a vein	to forget	0
 dirt	to forget	a vein	0
to seek	a shoe	 clever	1
a shoe	to seek	 source	1
 source	to seek	a box	1
to seek	 source	to speak	1
 dirt	 pain	 sick	0
to disturb	 sick	 pain	0
a month	to grow	a boot	1
to grow	a month	 truth	1
 naked	 dirt	 power	1
 dirt	 naked	to steal	1
a knife	yellow	 milk	0
to choose	 milk	yellow	1
 milk	to choose	a thigh	0
to read	a thigh	to choose	0
to grow	to steal	the ground	1
to steal	to grow	a month	0
 truth	a month	to grow	0
to grow	to steal	the ground	1
to steal	to grow	a month	0
 truth	a month	to grow	0
 grass	a shirt	a pillow	0
a picture	a pillow	a shirt	0
a table	to add	a chair	0
 cheap	a chair	to add	1
a chair	 cheap	to teach	0
to arrive	to teach	 cheap	1
to teach	to arrive	a message	0
to melt	a message	to arrive	0
white	 dish	a woman	1
 dish	white	a corner	1
a leg	 clever	a nose	1
 clever	a leg	 soft	0
a grandfather	 soft	a leg	1
 soft	a grandfather	 meat	1
 meat	a grandfather	red	1
a grandfather	 meat	a woman	1
to destroy	a fish	a woman	0
 chest	a woman	a fish	1
a woman	 chest	 powerful	0
a nose	 powerful	 chest	0
 soft	a leg	a reason	1
a leg	 soft	a grandfather	0
 meat	a grandfather	 soft	1
a grandfather	 meat	a woman	0
 chest	a woman	 meat	1
a woman	 chest	 powerful	0
a mistake	to deceive	to grow	1
to deceive	a mistake	a bed	0
purple	a bed	a mistake	1
a bed	purple	a heel	0
blue	a heel	purple	1
a heel	blue	gray	0
a picture	a pillow	purple	0
a heel	purple	a pillow	0
white	 dish	a woman	1
 dish	white	a corner	1
to forget	brown	a collar	0
to eat	a collar	brown	0
 under	to eat	a woman	0
 chest	a woman	to eat	1
a woman	 chest	 powerful	0
a nose	 powerful	 chest	0
a needle	a story	 noise	0
a cheek	 noise	a story	0
to know	a cheek	 weak	1
a cheek	to know	brown	1
 thick	a nest	 people	0
to deceive	 people	a nest	1
 people	to deceive	a mistake	0
a bed	a mistake	to deceive	0
 grass	a shirt	a pillow	0
a picture	a pillow	a shirt	0
a heel	purple	a shoe	0
a teacher	a shoe	purple	1
a shoe	a teacher	pink	0
a heel	pink	a teacher	0
a box	 life	red	1
 life	a box	 people	0
to deceive	 people	a box	1
 people	to deceive	a mistake	0
a bed	a mistake	to deceive	0
to forget	brown	a collar	0
to eat	a collar	brown	0
 sick	 memory	 meat	1
 memory	 sick	to disturb	0
to bother	to disturb	 sick	1
to disturb	to bother	yellow	1
a reason	an arm	 soft	0
a grandfather	 soft	an arm	0
a teacher	a shoe	blue	0
gray	blue	a shoe	1
blue	gray	 hair	0
 grief	 hair	gray	0
 famous	a shelf	to add	0
a table	to add	a shelf	0
a gift	to speak	a vein	1
to speak	a gift	 life	1
to speak	green	gray	0
 hair	gray	green	1
gray	 hair	 grief	0
 sick	 grief	 hair	1
 grief	 sick	to disturb	1
 clothes	orange	a knife	0
 source	a knife	orange	0
a word	 famous	a nose	0
 weak	a nose	 famous	0
a shoe	pink	a heel	1
pink	a shoe	a teacher	1
 thick	a nest	 people	1
a nest	 thick	black	1
 grief	 hair	a pillow	0
a picture	a pillow	 hair	1
a pillow	a picture	 sad	1
a leg	 clever	a nose	1
 clever	a leg	 soft	0
a grandfather	 soft	a leg	0
an item	 gentle	a grandfather	1
 gentle	an item	a business	0
 week	a business	an item	0
a table	to add	a chair	0
 cheap	a chair	to add	1
a chair	 cheap	to teach	0
to arrive	to teach	 cheap	1
to teach	to arrive	a message	0
to melt	a message	to arrive	0
 sick	 memory	 meat	1
 memory	 sick	to disturb	0
to bother	to disturb	 sick	1
to disturb	to bother	yellow	1
to melt	a message	 sad	0
 country	 sad	a message	0
the ground	to destroy	to grow	0
a month	to grow	to destroy	0
a cheek	 noise	to bother	0
yellow	to bother	 noise	0
 thin	to believe	brown	1
to believe	 thin	 money	0
green	 money	 thin	1
 money	green	to speak	1
 cheap	a chair	to add	1
a chair	 cheap	to teach	1
 gentle	 under	to win	0
 pain	to win	 under	0
a box	 life	red	0
 milk	red	 life	0
 weight	to seek	a thigh	0
to read	a thigh	to seek	0
 famous	a shelf	to add	0
a table	to add	a shelf	0
to lose	to carry	a roof	0
to win	a roof	to carry	1
a roof	to win	 pain	0
 dirt	 pain	to win	0
a ladder	black	to read	1
black	a ladder	 noise	1
 milk	to steal	 pain	0
yellow	 pain	to steal	0
a grandfather	a reason	a collar	1
a reason	a grandfather	 other	1
a picture	green	a word	1
green	a picture	to speak	1
to speak	a picture	to teach	0
to forget	to teach	a picture	1
to teach	to forget	 source	0
a shelf	 source	to forget	0
 country	a mistake	a grandfather	0
 other	a grandfather	a mistake	1
a grandfather	 other	 soft	0
a boot	 soft	 other	0
a family	an arm	a nose	0
 money	a nose	an arm	0
a month	a roof	 noise	0
to choose	 noise	a roof	1
 noise	to choose	 dish	0
a nest	 dish	to choose	0
the ground	 weak	 famous	1
 weak	the ground	a bed	0
blue	a bed	the ground	0
 child	 sick	 sad	1
 sick	 child	to eat	1
 hair	 soft	a boot	1
 soft	 hair	an arm	0
a nose	an arm	 hair	1
